x,25
-0.00048,0.246386
0.06402,0.242924
0.14403,0.23992
0.19981,0.238608
0.26043,0.237601
0.35306,0.237127
0.39961,0.235509
0.45732,0.235117
0.53637,0.234338
0.60039,0.233177
0.66198,0.233091
0.74733,0.232081
0.80019,0.232533
0.85936,0.23168
0.93841,0.231131
0.99418,0.231583
