x,-10
0,1.0409
0.02727,0.9947
0.05757,0.98179
0.09998,0.9845
0.1477,0.98314
0.19996,0.98314
0.24844,0.9709
0.3007,1.0531
0.34842,1.07076
0.39993,0.99671
0.49991,0.97496
0.59989,1.01843
0.69987,0.98514
0.75214,0.85538
0.80061,0.84314
0.85212,0.68621
0.90135,0.68077
0.94301,0.66718
0.97331,0.61895
1.00512,0.61623
